"",BBEX3.D.RON.EUR.BB.AC.000,BBEX3.D.RON.EUR.BB.AC.000_FLAGS
2023-01-17,4.9356,
2023-01-18,4.9388,
2023-01-19,4.9265,
2023-01-20,4.9258,
2023-01-21,.,No value available
2023-01-22,.,No value available
2023-01-23,4.9202,
2023-01-24,4.9171,
2023-01-25,4.9035,
2023-01-26,4.8818,
2023-01-27,4.8965,
2023-01-28,.,No value available
2023-01-29,.,No value available
2023-01-30,4.9055,
2023-01-31,4.9210,
2023-02-01,4.9117,
2023-02-02,4.9025,
2023-02-03,4.9020,
2023-02-04,.,No value available
2023-02-05,.,No value available
2023-02-06,4.9055,
2023-02-07,4.9020,
2023-02-08,4.8975,
2023-02-09,4.8935,
2023-02-10,4.9020,
2023-02-11,.,No value available
2023-02-12,.,No value available
2023-02-13,4.9031,
2023-02-14,4.9010,
2023-02-15,4.9008,
2023-02-16,4.9009,
2023-02-17,4.9165,
2023-02-18,.,No value available
2023-02-19,.,No value available
2023-02-20,4.9180,
2023-02-21,4.9188,
2023-02-22,4.9238,
2023-02-23,4.9146,
2023-02-24,4.9195,
2023-02-25,.,No value available
2023-02-26,.,No value available
2023-02-27,4.9198,
2023-02-28,4.9200,
2023-03-01,4.9174,
2023-03-02,4.9223,
2023-03-03,4.9235,
2023-03-04,.,No value available
2023-03-05,.,No value available
2023-03-06,4.9205,
2023-03-07,4.9178,
2023-03-08,4.9113,
2023-03-09,4.9150,
2023-03-10,4.9143,
2023-03-11,.,No value available
2023-03-12,.,No value available
2023-03-13,4.9168,
2023-03-14,4.9218,
2023-03-15,4.9218,
2023-03-16,4.9215,
2023-03-17,4.9208,
2023-03-18,.,No value available
2023-03-19,.,No value available
2023-03-20,4.9233,
2023-03-21,4.9225,
2023-03-22,4.9215,
2023-03-23,4.9228,
2023-03-24,4.9305,
2023-03-25,.,No value available
2023-03-26,.,No value available
2023-03-27,4.9405,
2023-03-28,4.9523,
2023-03-29,4.9500,
2023-03-30,4.9483,
2023-03-31,4.9490,
2023-04-01,.,No value available
2023-04-02,.,No value available
2023-04-03,4.9367,
2023-04-04,4.9330,
2023-04-05,4.9314,
2023-04-06,4.9369,
2023-04-07,.,No value available
2023-04-08,.,No value available
2023-04-09,.,No value available
2023-04-10,.,No value available
2023-04-11,4.9375,
2023-04-12,4.9385,
2023-04-13,4.9435,
2023-04-14,4.9423,
2023-04-15,.,No value available
2023-04-16,.,No value available
2023-04-17,4.9425,
2023-04-18,4.9357,
2023-04-19,4.9321,
2023-04-20,4.9308,
2023-04-21,4.9410,
2023-04-22,.,No value available
2023-04-23,.,No value available
2023-04-24,4.9298,
2023-04-25,4.9370,
2023-04-26,4.9391,
2023-04-27,4.9390,
2023-04-28,4.9301,
2023-04-29,.,No value available
2023-04-30,.,No value available
2023-05-01,.,No value available
2023-05-02,4.9305,
2023-05-03,4.9302,
2023-05-04,4.9295,
2023-05-05,4.9280,
2023-05-06,.,No value available
2023-05-07,.,No value available
2023-05-08,4.9246,
2023-05-09,4.9200,
2023-05-10,4.9219,
2023-05-11,4.9322,
2023-05-12,4.9318,
2023-05-13,.,No value available
2023-05-14,.,No value available
2023-05-15,4.9375,
2023-05-16,4.9478,
2023-05-17,4.9605,
2023-05-18,4.9708,
2023-05-19,4.9783,
2023-05-20,.,No value available
2023-05-21,.,No value available
2023-05-22,4.9737,
2023-05-23,4.9720,
2023-05-24,4.9614,
2023-05-25,4.9495,
2023-05-26,4.9572,
2023-05-27,.,No value available
2023-05-28,.,No value available
2023-05-29,4.9600,
2023-05-30,4.9630,
2023-05-31,4.9695,
2023-06-01,4.9645,
2023-06-02,4.9622,
2023-06-03,.,No value available
2023-06-04,.,No value available
2023-06-05,4.9653,
2023-06-06,4.9592,
2023-06-07,4.9586,
2023-06-08,4.9530,
2023-06-09,4.9566,
2023-06-10,.,No value available
2023-06-11,.,No value available
2023-06-12,4.9568,
2023-06-13,4.9627,
2023-06-14,4.9560,
2023-06-15,4.9578,
2023-06-16,4.9610,
2023-06-17,.,No value available
2023-06-18,.,No value available
2023-06-19,4.9588,
2023-06-20,4.9629,
2023-06-21,4.9625,
2023-06-22,4.9631,
2023-06-23,4.9538,
2023-06-24,.,No value available
2023-06-25,.,No value available
2023-06-26,4.9561,
2023-06-27,4.9610,
2023-06-28,4.9604,
2023-06-29,4.9638,
2023-06-30,4.9635,
2023-07-01,.,No value available
2023-07-02,.,No value available
2023-07-03,4.9532,
2023-07-04,4.9485,
2023-07-05,4.9515,
2023-07-06,4.9504,
2023-07-07,4.9557,
2023-07-08,.,No value available
2023-07-09,.,No value available
2023-07-10,4.9490,
2023-07-11,4.9490,
2023-07-12,4.9495,
2023-07-13,4.9433,
2023-07-14,4.9439,
2023-07-15,.,No value available
2023-07-16,.,No value available
2023-07-17,4.9414,
2023-07-18,4.9380,
2023-07-19,4.9440,
2023-07-20,4.9380,
2023-07-21,4.9367,
2023-07-22,.,No value available
2023-07-23,.,No value available
2023-07-24,4.9240,
2023-07-25,4.9223,
2023-07-26,4.9288,
2023-07-27,4.9300,
2023-07-28,4.9308,
2023-07-29,.,No value available
2023-07-30,.,No value available
2023-07-31,4.9349,
2023-08-01,4.9319,
2023-08-02,4.9341,
2023-08-03,4.9390,
2023-08-04,4.9530,
2023-08-05,.,No value available
2023-08-06,.,No value available
2023-08-07,4.9490,
2023-08-08,4.9498,
2023-08-09,4.9480,
2023-08-10,4.9432,
2023-08-11,4.9407,
2023-08-12,.,No value available
2023-08-13,.,No value available
2023-08-14,4.9418,
2023-08-15,4.9395,
2023-08-16,4.9358,
2023-08-17,4.9385,
2023-08-18,4.9448,
2023-08-19,.,No value available
2023-08-20,.,No value available
2023-08-21,4.9406,
2023-08-22,4.9376,
2023-08-23,4.9408,
2023-08-24,4.9358,
2023-08-25,4.9390,
2023-08-26,.,No value available
2023-08-27,.,No value available
2023-08-28,4.9360,
2023-08-29,4.9418,
2023-08-30,4.9420,
2023-08-31,4.9420,
2023-09-01,4.9459,
2023-09-02,.,No value available
2023-09-03,.,No value available
2023-09-04,4.9460,
2023-09-05,4.9496,
2023-09-06,4.9603,
2023-09-07,4.9600,
2023-09-08,4.9630,
2023-09-09,.,No value available
2023-09-10,.,No value available
2023-09-11,4.9635,
2023-09-12,4.9710,
2023-09-13,4.9673,
2023-09-14,4.9703,
2023-09-15,4.9698,
2023-09-16,.,No value available
2023-09-17,.,No value available
2023-09-18,4.9690,
2023-09-19,4.9698,
2023-09-20,4.9716,
2023-09-21,4.9708,
2023-09-22,4.9686,
2023-09-23,.,No value available
2023-09-24,.,No value available
2023-09-25,4.9680,
2023-09-26,4.9700,
2023-09-27,4.9745,
2023-09-28,4.9754,
2023-09-29,4.9735,
2023-09-30,.,No value available
2023-10-01,.,No value available
2023-10-02,4.9748,
2023-10-03,4.9753,
2023-10-04,4.9753,
2023-10-05,4.9703,
2023-10-06,4.9645,
2023-10-07,.,No value available
2023-10-08,.,No value available
2023-10-09,4.9665,
2023-10-10,4.9654,
2023-10-11,4.9661,
2023-10-12,4.9632,
2023-10-13,4.9648,
2023-10-14,.,No value available
2023-10-15,.,No value available
2023-10-16,4.9650,
2023-10-17,4.9685,
2023-10-18,4.9720,
2023-10-19,4.9746,
2023-10-20,4.9755,
2023-10-21,.,No value available
2023-10-22,.,No value available
2023-10-23,4.9701,
2023-10-24,4.9656,
2023-10-25,4.9626,
2023-10-26,4.9641,
2023-10-27,4.9657,
2023-10-28,.,No value available
2023-10-29,.,No value available
2023-10-30,4.9641,
2023-10-31,4.9659,
2023-11-01,4.9679,
2023-11-02,4.9685,
2023-11-03,4.9693,
2023-11-04,.,No value available
2023-11-05,.,No value available
2023-11-06,4.9692,
2023-11-07,4.9685,
2023-11-08,4.9665,
2023-11-09,4.9686,
2023-11-10,4.9698,
2023-11-11,.,No value available
2023-11-12,.,No value available
2023-11-13,4.9710,
2023-11-14,4.9719,
2023-11-15,4.9704,
2023-11-16,4.9705,
2023-11-17,4.9723,
2023-11-18,.,No value available
2023-11-19,.,No value available
2023-11-20,4.9721,
2023-11-21,4.9707,
2023-11-22,4.9708,
2023-11-23,4.9699,
2023-11-24,4.9698,
2023-11-25,.,No value available
2023-11-26,.,No value available
2023-11-27,4.9709,
2023-11-28,4.9726,
2023-11-29,4.9726,
2023-11-30,4.9718,
2023-12-01,4.9713,
2023-12-02,.,No value available
2023-12-03,.,No value available
2023-12-04,4.9677,
2023-12-05,4.9671,
2023-12-06,4.9687,
2023-12-07,4.9658,
2023-12-08,4.9683,
2023-12-09,.,No value available
2023-12-10,.,No value available
2023-12-11,4.9707,
2023-12-12,4.9732,
2023-12-13,4.9738,
2023-12-14,4.9712,
2023-12-15,4.9710,
2023-12-16,.,No value available
2023-12-17,.,No value available
2023-12-18,4.9687,
2023-12-19,4.9718,
2023-12-20,4.9699,
2023-12-21,4.9699,
2023-12-22,4.9708,
2023-12-23,.,No value available
2023-12-24,.,No value available
2023-12-25,.,No value available
2023-12-26,.,No value available
2023-12-27,4.9728,
2023-12-28,4.9753,
2023-12-29,4.9756,
2023-12-30,.,No value available
2023-12-31,.,No value available
2024-01-01,.,No value available
2024-01-02,4.9705,
2024-01-03,4.9725,
2024-01-04,4.9733,
2024-01-05,4.9737,
2024-01-06,.,No value available
2024-01-07,.,No value available
2024-01-08,4.9728,
2024-01-09,4.9716,
2024-01-10,4.9728,
2024-01-11,4.9722,
2024-01-12,4.9731,
2024-01-13,.,No value available
2024-01-14,.,No value available
2024-01-15,4.9743,
2024-01-16,4.9763,
2024-01-17,4.9755,
2024-01-18,4.9772,
2024-01-19,4.9776,
2024-01-20,.,No value available
2024-01-21,.,No value available
2024-01-22,4.9776,
2024-01-23,4.9769,
2024-01-24,4.9773,
2024-01-25,4.9768,
2024-01-26,4.9765,
2024-01-27,.,No value available
2024-01-28,.,No value available
2024-01-29,4.9773,
2024-01-30,4.9768,
2024-01-31,4.9758,
2024-02-01,4.9740,
2024-02-02,4.9727,
2024-02-03,.,No value available
2024-02-04,.,No value available
2024-02-05,4.9740,
2024-02-06,4.9763,
2024-02-07,4.9769,
2024-02-08,4.9771,
2024-02-09,4.9773,
2024-02-10,.,No value available
2024-02-11,.,No value available
2024-02-12,4.9743,
2024-02-13,4.9759,
2024-02-14,4.9754,
2024-02-15,4.9771,
2024-02-16,4.9771,
2024-02-17,.,No value available
2024-02-18,.,No value available
2024-02-19,4.9770,
2024-02-20,4.9768,
2024-02-21,4.9760,
2024-02-22,4.9768,
2024-02-23,4.9744,
2024-02-24,.,No value available
2024-02-25,.,No value available
2024-02-26,4.9722,
2024-02-27,4.9668,
2024-02-28,4.9683,
2024-02-29,4.9706,
2024-03-01,4.9695,
2024-03-02,.,No value available
2024-03-03,.,No value available
2024-03-04,4.9708,
2024-03-05,4.9718,
2024-03-06,4.9706,
2024-03-07,4.9707,
2024-03-08,4.9693,
2024-03-09,.,No value available
2024-03-10,.,No value available
2024-03-11,4.9644,
2024-03-12,4.9668,
2024-03-13,4.9683,
2024-03-14,4.9710,
2024-03-15,4.9711,
2024-03-16,.,No value available
2024-03-17,.,No value available
2024-03-18,4.9716,
2024-03-19,4.9742,
2024-03-20,4.9721,
2024-03-21,4.9734,
2024-03-22,4.9727,
2024-03-23,.,No value available
2024-03-24,.,No value available
2024-03-25,4.9712,
2024-03-26,4.9702,
2024-03-27,4.9721,
2024-03-28,4.9735,
2024-03-29,.,No value available
2024-03-30,.,No value available
2024-03-31,.,No value available
2024-04-01,.,No value available
2024-04-02,4.9699,
2024-04-03,4.9687,
2024-04-04,4.9687,
2024-04-05,4.9677,
2024-04-06,.,No value available
2024-04-07,.,No value available
2024-04-08,4.9681,
2024-04-09,4.9682,
2024-04-10,4.9690,
2024-04-11,4.9713,
2024-04-12,4.9717,
2024-04-13,.,No value available
2024-04-14,.,No value available
2024-04-15,4.9742,
2024-04-16,4.9764,
2024-04-17,4.9758,
2024-04-18,4.9758,
2024-04-19,4.9764,
2024-04-20,.,No value available
2024-04-21,.,No value available
2024-04-22,4.9756,
2024-04-23,4.9761,
2024-04-24,4.9757,
2024-04-25,4.9761,
2024-04-26,4.9764,
2024-04-27,.,No value available
2024-04-28,.,No value available
2024-04-29,4.9759,
2024-04-30,4.9759,
2024-05-01,.,No value available
2024-05-02,4.9763,
2024-05-03,4.9761,
2024-05-04,.,No value available
2024-05-05,.,No value available
2024-05-06,4.9688,
2024-05-07,4.9757,
2024-05-08,4.9757,
2024-05-09,4.9753,
2024-05-10,4.9758,
2024-05-11,.,No value available
2024-05-12,.,No value available
2024-05-13,4.9762,
2024-05-14,4.9758,
2024-05-15,4.9758,
2024-05-16,4.9755,
2024-05-17,4.9752,
2024-05-18,.,No value available
2024-05-19,.,No value available
2024-05-20,4.9750,
2024-05-21,4.9743,
2024-05-22,4.9751,
2024-05-23,4.9754,
2024-05-24,4.9743,
2024-05-25,.,No value available
2024-05-26,.,No value available
2024-05-27,4.9763,
2024-05-28,4.9759,
2024-05-29,4.9768,
2024-05-30,4.9764,
2024-05-31,4.9767,
2024-06-01,.,No value available
2024-06-02,.,No value available
2024-06-03,4.9762,
2024-06-04,4.9750,
2024-06-05,4.9755,
2024-06-06,4.9758,
2024-06-07,4.9763,
2024-06-08,.,No value available
2024-06-09,.,No value available
2024-06-10,4.9769,
2024-06-11,4.9768,
2024-06-12,4.9768,
2024-06-13,4.9773,
2024-06-14,4.9773,
2024-06-15,.,No value available
2024-06-16,.,No value available
2024-06-17,4.9769,
2024-06-18,4.9763,
2024-06-19,4.9768,
2024-06-20,4.9771,
2024-06-21,4.9773,
2024-06-22,.,No value available
2024-06-23,.,No value available
2024-06-24,4.9774,
2024-06-25,4.9770,
2024-06-26,4.9769,
2024-06-27,4.9779,
2024-06-28,4.9773,
2024-06-29,.,No value available
2024-06-30,.,No value available
2024-07-01,4.9766,
2024-07-02,4.9769,
2024-07-03,4.9773,
2024-07-04,4.9769,
2024-07-05,4.9772,
2024-07-06,.,No value available
2024-07-07,.,No value available
2024-07-08,4.9748,
2024-07-09,4.9731,
2024-07-10,4.9734,
2024-07-11,4.9755,
2024-07-12,4.9729,
2024-07-13,.,No value available
2024-07-14,.,No value available
2024-07-15,4.9692,
2024-07-16,4.9662,
2024-07-17,4.9675,
2024-07-18,4.9693,
2024-07-19,4.9712,
2024-07-20,.,No value available
2024-07-21,.,No value available
2024-07-22,4.9720,
2024-07-23,4.9729,
2024-07-24,4.9706,
2024-07-25,4.9697,
2024-07-26,4.9718,
2024-07-27,.,No value available
2024-07-28,.,No value available
2024-07-29,4.9725,
2024-07-30,4.9766,
2024-07-31,4.9749,
2024-08-01,4.9756,
2024-08-02,4.9756,
2024-08-03,.,No value available
2024-08-04,.,No value available
2024-08-05,4.9768,
2024-08-06,4.9772,
2024-08-07,4.9768,
2024-08-08,4.9767,
2024-08-09,4.9769,
2024-08-10,.,No value available
2024-08-11,.,No value available
2024-08-12,4.9767,
2024-08-13,4.9757,
2024-08-14,4.9763,
2024-08-15,4.9764,
2024-08-16,4.9758,
2024-08-17,.,No value available
2024-08-18,.,No value available
2024-08-19,4.9773,
2024-08-20,4.9768,
2024-08-21,4.9770,
2024-08-22,4.9764,
2024-08-23,4.9763,
2024-08-24,.,No value available
2024-08-25,.,No value available
2024-08-26,4.9756,
2024-08-27,4.9771,
2024-08-28,4.9773,
2024-08-29,4.9774,
2024-08-30,4.9768,
2024-08-31,.,No value available
2024-09-01,.,No value available
2024-09-02,4.9753,
2024-09-03,4.9735,
2024-09-04,4.9726,
2024-09-05,4.9708,
2024-09-06,4.9735,
2024-09-07,.,No value available
2024-09-08,.,No value available
2024-09-09,4.9743,
2024-09-10,4.9745,
2024-09-11,4.9742,
2024-09-12,4.9740,
2024-09-13,4.9738,
2024-09-14,.,No value available
2024-09-15,.,No value available
2024-09-16,4.9744,
2024-09-17,4.9738,
2024-09-18,4.9749,
2024-09-19,4.9744,
2024-09-20,4.9745,
2024-09-21,.,No value available
2024-09-22,.,No value available
2024-09-23,4.9742,
2024-09-24,4.9756,
2024-09-25,4.9760,
2024-09-26,4.9759,
2024-09-27,4.9764,
2024-09-28,.,No value available
2024-09-29,.,No value available
2024-09-30,4.9753,
2024-10-01,4.9759,
2024-10-02,4.9763,
2024-10-03,4.9766,
2024-10-04,4.9769,
2024-10-05,.,No value available
2024-10-06,.,No value available
2024-10-07,4.9778,
2024-10-08,4.9773,
2024-10-09,4.9759,
2024-10-10,4.9756,
2024-10-11,4.9749,
2024-10-12,.,No value available
2024-10-13,.,No value available
2024-10-14,4.9743,
2024-10-15,4.9758,
2024-10-16,4.9761,
2024-10-17,4.9738,
2024-10-18,4.9733,
2024-10-19,.,No value available
2024-10-20,.,No value available
2024-10-21,4.9728,
2024-10-22,4.9737,
2024-10-23,4.9737,
2024-10-24,4.9728,
2024-10-25,4.9733,
2024-10-26,.,No value available
2024-10-27,.,No value available
2024-10-28,4.9738,
2024-10-29,4.9749,
2024-10-30,4.9747,
2024-10-31,4.9749,
2024-11-01,4.9745,
2024-11-02,.,No value available
2024-11-03,.,No value available
2024-11-04,4.9750,
2024-11-05,4.9756,
2024-11-06,4.9755,
2024-11-07,4.9759,
2024-11-08,4.9748,
2024-11-09,.,No value available
2024-11-10,.,No value available
2024-11-11,4.9749,
2024-11-12,4.9763,
2024-11-13,4.9764,
2024-11-14,4.9764,
2024-11-15,4.9768,
2024-11-16,.,No value available
2024-11-17,.,No value available
2024-11-18,4.9765,
2024-11-19,4.9769,
2024-11-20,4.9765,
2024-11-21,4.9770,
2024-11-22,4.9767,
2024-11-23,.,No value available
2024-11-24,.,No value available
2024-11-25,4.9767,
2024-11-26,4.9771,
2024-11-27,4.9768,
2024-11-28,4.9773,
2024-11-29,4.9774,
2024-11-30,.,No value available
2024-12-01,.,No value available
2024-12-02,4.9770,
2024-12-03,4.9769,
2024-12-04,4.9770,
2024-12-05,4.9774,
2024-12-06,4.9774,
2024-12-07,.,No value available
2024-12-08,.,No value available
2024-12-09,4.9720,
2024-12-10,4.9713,
2024-12-11,4.9674,
2024-12-12,4.9704,
2024-12-13,4.9732,
2024-12-14,.,No value available
2024-12-15,.,No value available
2024-12-16,4.9763,
2024-12-17,4.9753,
2024-12-18,4.9752,
2024-12-19,4.9760,
2024-12-20,4.9762,
2024-12-21,.,No value available
2024-12-22,.,No value available
2024-12-23,4.9763,
2024-12-24,4.9745,
2024-12-25,.,No value available
2024-12-26,.,No value available
2024-12-27,4.9769,
2024-12-28,.,No value available
2024-12-29,.,No value available
2024-12-30,4.9765,
2024-12-31,4.9743,
2025-01-01,.,No value available
2025-01-02,4.9743,
2025-01-03,4.9752,
2025-01-04,.,No value available
2025-01-05,.,No value available
2025-01-06,4.9747,
2025-01-07,4.9744,
2025-01-08,4.9739,
2025-01-09,4.9734,
2025-01-10,4.9735,
2025-01-11,.,No value available
2025-01-12,.,No value available
2025-01-13,4.9731,
2025-01-14,4.9749,
2025-01-15,4.9742,
2025-01-16,4.9754,
2025-01-17,4.9765,
2025-01-18,.,No value available
2025-01-19,.,No value available
2025-01-20,4.9769,
2025-01-21,4.9768,
2025-01-22,4.9768,
2025-01-23,4.9763,
2025-01-24,4.9761,
2025-01-25,.,No value available
2025-01-26,.,No value available
2025-01-27,4.9750,
2025-01-28,4.9749,
2025-01-29,4.9753,
2025-01-30,4.9758,
2025-01-31,4.9767,
